NationalDatabaseNumber,Species,Region,Country,City-fromstrandingstable,County,State,BodyofWater,LocalityDetail,Latitude,ConversionLAT,LatitudeUnits,LatitudeActualEstimate,Longitude,ConversionLONG,LongitudeUnits,LongitudeActualEstimate,Howlatlongdetermined,ObservationDate,SickFlag,InjuredFlag,OutofHabitatFlag,DeemedHealthyReleasableFlag,AbandonedOrphanedFlag,InaccesibleFlag,LocationHazardoustoAnimal,LocationHazardousPublic,UnknownCBDFlag,ConditionOtherFlag,ConditionOtherDescription,EntangledFlag,Sex,AgeClass
NE-2008-1077659,melas,NE,United States,Long Branch,Monmouth,NJ,Atlantic Ocean,Seven Presidents State Park,40.31712,40.31712,decimal degrees,estimate,-73.97584,-73.97584,decimal degrees,estimate,Internet,2008-MAY-03,N,N,N,N,N,N,N,N,N,N,,,FEMALE,SUBADULT
NE-2008-1076867,grypus,NE,United States,Island Beach State Park,Ocean,NJ,Atlantic Ocean,south of Gilikins Road beach access,39.866183,39.866183,decimal degrees,estimate,-73.98067,-73.98067,decimal degrees,estimate,Internet,2008-APR-02,Y,N,N,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2008-1076869,grypus,NE,United States,Long Branch,Monmouth,NJ,Atlantic Ocean,Matilda Terrace and the beach,40.289078,40.289078,decimal degrees,estimate,-73.98067,-73.98067,decimal degrees,estimate,Internet,2008-APR-05,Y,N,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2008-1077355,phocoena,NE,United States,Island Beach State Park,Ocean,NJ,Atlantic Ocean,"Island Beach State Park, 100 yards south of A23 beach access",39.784087,39.784087,decimal degrees,estimate,-74.093671,-74.093671,decimal degrees,estimate,Internet,2008-APR-22,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,SUBADULT
NE-2008-1077369,groenlandica,NE,United States,Sandy Hook,Monmouth,NJ,Sandy Hook Bay,Spermacetti Cove and the bay,40.422507,40.422507,decimal degrees,estimate,-73.985954,-73.985954,decimal degrees,estimate,Internet,2008-APR-27,N,N,N,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2008-1076823,groenlandica,NE,United States,Island Beach State Park,Ocean,NJ,Atlantic Ocean,Approximately 1/8 miles south of the Governors Mansion.,39.884503,39.884503,decimal degrees,estimate,-74.081679,-74.081679,decimal degrees,estimate,Internet,2008-MAR-29,N,N,N,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2008-1076871,grypus,NE,United States,Lavallette,Ocean,NJ,Atlantic Ocean,Elizabeth Ave and the beach. (Actually ON the boardwalk.),39.961846,39.961846,decimal degrees,estimate,-74.067272,-74.067272,decimal degrees,estimate,Internet,2008-APR-07,N,Y,N,N,N,N,Y,Y,N,N,,,MALE,YEARLING
NE-2008-1076873,grypus,NE,United States,Sea Isle City,Cape May,NJ,Atlantic Ocean,"33rd Street and the beach, next to the jetty",39.160121,39.160121,decimal degrees,estimate,-74.68545,-74.68545,decimal degrees,estimate,Internet,2008-APR-03,N,N,N,N,N,N,N,N,N,Y,entangled in gill net,,MALE,YEARLING
NE-2008-1076877,cristata,NE,United States,Ocean City,Cape May,NJ,Atlantic Ocean,54th street and the beach,39.225096,39.225096,decimal degrees,estimate,-74.632192,-74.632192,decimal degrees,estimate,Internet,2008-APR-09,N,N,N,Y,N,N,Y,Y,N,N,,,FEMALE,
NE-2008-1076551,groenlandica,NE,United States,North Wildwood,Cape May,NJ,Atlantic Ocean,15th street and the beach,38.993382,38.993382,decimal degrees,estimate,-74.795351,-74.795351,decimal degrees,estimate,Internet,2008-MAR-27,N,N,Y,Y,N,N,Y,Y,N,N,,,MALE,
NE-2008-1076879,phocoena,NE,United States,Brick Beach,Ocean,NJ,Atlantic Ocean,Osprey Lane and the beach,40.011293,40.011293,decimal degrees,estimate,-74.056032,-74.056032,decimal degrees,estimate,Internet,2008-APR-11,N,N,N,N,N,N,N,N,N,N,,,MALE,SUBADULT
NE-2008-1076671,,NE,United States,Holgate,Ocean,NJ,Great Bay,The north side of little sheepshead creek,39.518658,39.518658,decimal degrees,estimate,-74.304782,-74.304782,decimal degrees,estimate,Internet,2008-MAR-28,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,UNKNOWN
NE-2008-1076925,grypus,NE,United States,Avalon,Cape May,NJ,Atlantic Ocean,59th Street and the beach,39.075211,39.075211,decimal degrees,estimate,-74.736294,-74.736294,decimal degrees,estimate,Internet,2008-APR-14,Y,N,N,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2008-1076537,grypus,NE,United States,Barnegat Light,Ocean,NJ,Barnegat Inlet,"Long Beach Island, on the beach next to the southern jetty",39.758055,39.758055,decimal degrees,estimate,-74.094266,-74.094266,decimal degrees,estimate,Internet,2008-MAR-23,Y,N,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2008-1077643,grypus,NE,United States,Brigantine,Atlantic,NJ,Atlantic Ocean,approximately 300 yards south of Brigantine Inlet,39.44291,39.44291,decimal degrees,estimate,-74.328046,-74.328046,decimal degrees,estimate,Internet,2008-APR-27,Y,Y,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2008-1076673,grypus,NE,United States,Beach Haven,Ocean,NJ,Atlantic Ocean,Berkley Street and the beach,39.557124,39.557124,decimal degrees,estimate,-74.2398,-74.2398,decimal degrees,estimate,Internet,2008-MAR-31,N,N,N,Y,N,N,N,N,N,N,,,MALE,SUBADULT
NE-2008-1076663,grypus,NE,United States,Holgate,Ocean,NJ,Atlantic Ocean,Susan Ave and the beach,39.545023,39.545023,decimal degrees,estimate,-74.252714,-74.252714,decimal degrees,estimate,Internet,2008-MAR-28,N,Y,N,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2008-1076667,grypus,NE,United States,Holgate,Ocean,NJ,Atlantic Ocean,"Holgate Wildlife Management Area near the 13,000 ft mark on the beach",39.50333,39.50333,decimal degrees,estimate,-74.292818,-74.292818,decimal degrees,estimate,Internet,2008-MAR-28,N,Y,N,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2008-1076669,delphis,NE,United States,Stone Harbor,Cape May,NJ,Atlantic Ocean,Approximately 300 yards south of 122nd Street parking lot and the beach,39.032897,39.032897,decimal degrees,estimate,-74.770587,-74.770587,decimal degrees,estimate,Internet,2008-MAR-27,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,ADULT
NE-2008-1076923,phocoena,NE,United States,Middletown Township,Monmouth,NJ,Sandy Hook Bay,Bray Ave and the beach,40.444256,40.444256,decimal degrees,estimate,-74.110739,-74.110739,decimal degrees,estimate,Internet,2008-APR-14,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,SUBADULT
NE-2008-1076929,cristata,NE,United States,Atlantic City,Atlantic,NJ,Absecon Inlet,"Clam Thoroughfare, behind Harrahs Casino",39.385906,39.385906,decimal degrees,estimate,-74.43174,-74.43174,decimal degrees,estimate,Internet,2008-APR-19,N,N,N,N,N,N,N,N,N,N,,,FEMALE,SUBADULT
NE-2008-1076675,groenlandica,NE,United States,Atlantic City,Atlantic,NJ,Atlantic Ocean,Tallahasse Ave and the beach,39.343918,39.343918,decimal degrees,estimate,-74.462367,-74.462367,decimal degrees,estimate,Internet,2008-APR-03,N,N,N,N,N,N,N,N,N,N,,,FEMALE,
NE-2008-1076875,grypus,NE,United States,Long Branch,Monmouth,NJ,Atlantic Ocean,Bath Ave and the beach,40.294043,40.294043,decimal degrees,estimate,-73.979202,-73.979202,decimal degrees,estimate,Internet,2008-APR-05,N,N,N,Y,N,N,Y,Y,N,N,,,MALE,YEARLING
NE-2008-1076881,groenlandica,NE,United States,Tuckerton,Ocean,NJ,Great Bay,Seven Islands in Great Bay,39.516011,39.516011,decimal degrees,estimate,-74.338401,-74.338401,decimal degrees,estimate,Internet,2008-APR-11,N,N,N,N,N,N,N,N,N,N,,,MALE,
NE-2008-1076883,grypus,NE,United States,Sea Isle City,Cape May,NJ,Atlantic Ocean,35th Street and the beach,39.158598,39.158598,decimal degrees,estimate,-74.68649,-74.68649,decimal degrees,estimate,Internet,2008-APR-12,N,Y,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2008-1076885,grypus,NE,United States,Surf City,Ocean,NJ,Atlantic Ocean,"Surf City, LBI, 18th Street and the beach",39.665363,39.665363,decimal degrees,estimate,-74.16014,-74.16014,decimal degrees,estimate,Internet,2008-APR-13,N,Y,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2008-1076549,grypus,NE,United States,Brigantine,Atlantic,NJ,Atlantic Ocean,14th Street South and the beach,39.399224,39.399224,decimal degrees,estimate,-74.370973,-74.370973,decimal degrees,estimate,Internet,2008-MAR-23,N,N,N,Y,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2008-1081591,unidentified,NE,United States,,Eez,NJ,Atlantic Ocean,Approx 6.5 miles South of Cape May Point - between NJ and DE,38.8176,38.8176,decimal degrees,,-74.9762,-74.9762,decimal degrees,,,2008-SEP-05,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,UNKNOWN
NE-2008-1080511,truncatus,NE,United States,Reed Beach,Cape May,NJ,Atlantic Ocean,N. Beach Ave. and the beach,39.127172,39.127172,decimal degrees,estimate,-74.892299,-74.892299,decimal degrees,estimate,Internet,2008-AUG-01,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,SUBADULT
NE-2008-1079185,groenlandica,NE,United States,Brigantine,Atlantic,NJ,Great Bay,Forsythe WMA along Weakfish Thoroughfare approx. 1/2 mile north of observation tower,39.42315,39.42315,decimal degrees,estimate,-74.34959,-74.34959,decimal degrees,estimate,Internet,2008-MAY-11,N,N,N,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2008-1079199,truncatus,NE,United States,Strathmere,Cape May,NJ,Corson's Inlet,approx. 1/4 mile northeast of the bridge,39.20283,39.20283,decimal degrees,estimate,-74.65324,-74.65324,decimal degrees,estimate,Internet,2008-MAY-13,N,N,N,N,N,N,N,N,N,Y,,,FEMALE,PUP/CALF
NE-2008-1079203,truncatus,NE,United States,Cape May Point,Cape May,NJ,Delaware Bay,Alexander Ave and the beach,38.941902,38.941902,decimal degrees,estimate,-74.970952,-74.970952,decimal degrees,estimate,Internet,2008-JUN-01,N,N,N,N,N,N,N,N,N,N,,,MALE,
NE-2008-1080239,coeruleoalba,NE,United States,Wildwood,Cape May,NJ,Atlantic Ocean,Schellenger Ave. and the beach,38.983135,38.983135,decimal degrees,estimate,-74.807365,-74.807365,decimal degrees,estimate,Internet,2008-JUL-06,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2008-1080805,,NE,United States,,Eez,NJ,Atlantic Ocean,~6 miles off of Avalon NJ,39.1056,39.1056,decimal degrees,,-74.5931,-74.5931,decimal degrees,,,2008-AUG-11,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,UNKNOWN
NE-2008-1079201,truncatus,NE,United States,North Wildwood,Cape May,NJ,Atlantic Ocean,"Approx. 1/4 mile north of beach access at 1st Ave and Surf Ave, on the beach",39.00749,39.00749,decimal degrees,estimate,-74.787792,-74.787792,decimal degrees,estimate,Internet,2008-MAY-30,N,N,N,N,N,N,N,N,N,N,,,MALE,
NE-2008-1079195,grypus,NE,United States,Island Beach State Park,Ocean,NJ,Atlantic Ocean,In Island Beach State Park near A-13 beach access.,39.808661,39.808661,decimal degrees,estimate,-74.090966,-74.090966,decimal degrees,estimate,Other,2008-MAY-12,N,N,N,N,N,N,N,N,N,N,,,MALE,
NE-2008-1080235,cavirostris,NE,United States,Brant Beach,Ocean,NJ,Atlantic Ocean,68th street and the beach,39.615529,39.615529,decimal degrees,estimate,-74.19765,-74.19765,decimal degrees,estimate,Internet,2008-JUN-23,N,N,N,N,N,N,N,N,N,N,,,FEMALE,SUBADULT
NE-2008-1079857,truncatus,NE,United States,Avolon,Cape May,NJ,Atlantic Ocean,25th Street and the beach,39.095802,39.095802,decimal degrees,estimate,-74.714076,-74.714076,decimal degrees,estimate,Internet,2008-JUN-16,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2008-1080807,physalus,NE,United States,Long Branch,Monmouth,NJ,Atlantic Ocean,Seven Presidents Park,40.316898,40.316898,decimal degrees,estimate,-73.975989,-73.975989,decimal degrees,estimate,Internet,2008-JUL-02,N,N,N,N,N,N,N,N,N,N,,,MALE,SUBADULT
NE-2008-1081983,physalus,NE,United States,Island Beach State Park,Monmouth,NJ,Atlantic Ocean,Island beach State Park,39.801231,39.801231,decimal degrees,estimate,-74.091513,-74.091513,decimal degrees,estimate,Internet,2008-AUG-22,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,SUBADULT
NE-2016-1190314,,NE,United States,Ocean City,Cape May,NJ,Atlantic Ocean,7th st and the beach,39.275766,39.275766,decimal degrees,estimate,74.566654,-74.566654,decimal degrees,estimate,Internet,2016-AUG-07,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,UNKNOWN
NE-2016-1190315,truncatus,NE,United States,Cape May,Cape May,NJ,Atlantic Ocean,between Pittsburgh and Baltimore ave and the beach,38.934606,38.934606,decimal degrees,estimate,74.899272,-74.899272,decimal degrees,estimate,Internet,2016-AUG-10,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,SUBADULT
NE-2008-1083905,vitulina,NE,United States,Ocean City,Cape May,NJ,Atlantic Ocean,15th Street and the beach,39.269416,39.269416,decimal degrees,estimate,-74.581712,-74.581712,decimal degrees,estimate,Internet,2008-OCT-29,Y,N,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2008-1081895,delphis,NE,United States,Milton,Sussex,DE,Atlantic Ocean,Delaware Bay; Fowlers Beach; North of Inlet,38.778,38.778,decimal degrees,estimate,-75.31,-75.31,decimal degrees,estimate,Internet,2008-FEB-14,N,N,N,N,N,N,N,N,N,N,,,FEMALE,ADULT
NE-2008-1081831,vitulina,NE,United States,Ocean City,Cape May,NJ,Atlantic Ocean,16th street and the bay,39.276194,39.276194,decimal degrees,estimate,-74.591898,-74.591898,decimal degrees,estimate,Internet,2008-AUG-29,N,N,N,N,N,N,Y,Y,N,Y,Human interaction,,MALE,YEARLING
NE-2008-1082137,europaeus,NE,United States,Avalon,Cape May,NJ,Atlantic Ocean,25th Street and the beach,39.09578,39.09578,decimal degrees,estimate,-74.713668,-74.713668,decimal degrees,estimate,GPS,2008-OCT-01,N,N,N,N,N,N,N,N,Y,N,,,MALE,ADULT
NE-2008-1084131,delphis,NE,United States,Monmouth Beach,Monmouth,NJ,Atlantic Ocean,behind 15 Meadow Ave in the Shrewsbury River,40.333765,40.333765,decimal degrees,estimate,-73.990388,-73.990388,decimal degrees,estimate,Internet,2008-NOV-15,Y,N,N,N,N,N,Y,N,N,N,,,FEMALE,SUBADULT
NE-2008-1084215,vitulina,NE,United States,Surf City,Ocean,NJ,Atlantic Ocean,11th Street and the beach,39.64714,39.64714,decimal degrees,estimate,-74.174466,-74.174466,decimal degrees,estimate,Internet,2008-NOV-19,Y,N,N,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2008-1084217,delphis,NE,United States,Keansburg,Monmouth,NJ,Atlantic Ocean,"Beachway Ave, just to the west of the fishing pier on the beach",40.455644,40.455644,decimal degrees,estimate,-74.139517,-74.139517,decimal degrees,estimate,Internet,2008-NOV-24,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2008-1084219,vitulina,NE,United States,Brigantine,Atlantic,NJ,Atlantic Ocean,35th Street South and the beach,39.388851,39.388851,decimal degrees,estimate,-74.383478,-74.383478,decimal degrees,estimate,Internet,2008-DEC-02,N,Y,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2008-1084129,delphis,NE,United States,Highlands,Monmouth,NJ,Atlantic Ocean,"Shrewsbury River, against construction barge in the river at the Highlands Bridge",40.396144,40.396144,decimal degrees,estimate,-73.979171,-73.979171,decimal degrees,estimate,Internet,2008-NOV-14,N,N,N,N,N,N,N,N,N,N,,,MALE,SUBADULT
NE-2008-1084535,vitulina,NE,United States,Island beach State Park,Ocean,NJ,Atlantic Ocean,Between the beach access A2 and A3 on the beach,39.844146,39.844146,decimal degrees,estimate,-74.086947,-74.086947,decimal degrees,estimate,Internet,2008-DEC-14,Y,N,N,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2008-1082119,truncatus,NE,United States,Fair Haven,Monmouth,NJ,Atlantic Ocean,the end DeNormandie Ave on the Navasink River,40.367585,40.367585,decimal degrees,estimate,-74.036783,-74.036783,decimal degrees,estimate,GPS,2008-JUN-15,N,N,N,Y,N,N,Y,N,N,Y,NMFS Decision,,FEMALE,SUBADULT
NE-2008-1081745,truncatus,NE,United States,Sandy Hook Bay,Monmouth,NJ,Atlantic Ocean,See Lat/Long,40.445167,40.445167,decimal degrees,actual,-74.0325,-74.0325,decimal degrees,actual,GPS,2008-AUG-18,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,ADULT
NE-2008-1082117,truncatus,NE,United States,Longport,Atlantic,NJ,Atlantic Ocean,Between 18th and 19th Streets on the beach,39.307598,39.307598,decimal degrees,estimate,-74.529512,-74.529512,decimal degrees,estimate,Internet,2008-SEP-04,N,N,N,N,N,N,N,N,N,N,,,FEMALE,PUP/CALF
NE-2017-1195040,unidentified,NE,United States,Margate,Atlantic,NJ,Atlantic Ocean,Thurlow ave and the beach,39.321421,39.321421,decimal degrees,estimate,74.506725,-74.506725,decimal degrees,estimate,Internet,2017-APR-09,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,UNKNOWN
NE-2008-1083445,truncatus,NE,United States,Red Bank,Monmouth,NJ,Atlantic Ocean,600 Navesink River Road and the Navesink River,40.372946,40.372946,decimal degrees,estimate,-74.046889,-74.046889,decimal degrees,estimate,Internet,2008-JUN-15,N,N,N,Y,N,N,Y,N,N,Y,NMFS Decision,,FEMALE,SUBADULT
NE-2008-1083971,vitulina,NE,United States,Manasquan,Ocean,NJ,Atlantic Ocean,across from 376 Perrine Blvd,40.11394,40.11394,decimal degrees,actual,-74.045528,-74.045528,decimal degrees,actual,Internet,2008-NOV-13,Y,N,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2009-1086825,vitulina,NE,United States,Fenwick Island,Sussex,DE,Atlantic Ocean,Farmington St.,38.46123,38.46123,decimal degrees,actual,-75.04913,-75.04913,decimal degrees,actual,GPS,2009-JAN-10,N,Y,N,N,N,N,N,N,N,N,,,UNKNOWN,SUBADULT
NE-2008-1084811,truncatus,NE,United States,Sea Bright,Monmouth,NJ,Atlantic Ocean,Next to Highlands Bridge on Sea Bright side.,40.395162,40.395162,decimal degrees,estimate,-73.97753,-73.97753,decimal degrees,estimate,Internet,2008-JUN-15,N,N,N,N,N,N,N,N,N,N,,,FEMALE,ADULT
NE-2008-1085089,coeruleoalba,NE,United States,Sandy Hook,Monmouth,NJ,Atlantic Ocean,Gunnison Beach and the ocean,40.458188,40.458188,decimal degrees,estimate,-73.988342,-73.988342,decimal degrees,estimate,Internet,2008-DEC-22,N,N,N,N,N,N,N,N,N,N,,,FEMALE,SUBADULT
NE-2008-1084907,breviceps,NE,United States,Harvey Cedars,Ocean,NJ,Atlantic Ocean,76th Street and the beach,39.704046,39.704046,decimal degrees,estimate,-74.13365,-74.13365,decimal degrees,estimate,Internet,2008-DEC-18,Y,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2008-1084911,vitulina,NE,United States,Brick Township,Ocean,NJ,Atlantic Ocean,Near Faber Lane and Rt 35 N. (On the beach),40.010571,40.010571,decimal degrees,estimate,-74.056382,-74.056382,decimal degrees,estimate,Internet,2008-DEC-20,N,N,N,N,N,N,N,N,N,N,,,FEMALE,
NE-2009-1086245,vitulina,NE,United States,Seaside Heights,Ocean,NJ,Atlantic Ocean,Franklin Ave and the beach,39.938846,39.938846,decimal degrees,estimate,-74.070663,-74.070663,decimal degrees,estimate,Internet,2009-JAN-29,Y,N,N,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2008-1086187,,NE,United States,South Bethany,Sussex,DE,Atlantic Ocean,N. 6th St.,38.51833,38.51833,decimal degrees,actual,75.05222,-75.05222,decimal degrees,actual,GPS,2008-SEP-12,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,UNKNOWN
NE-2009-1086247,groenlandica,NE,United States,Brigantine,Atlantic,NJ,Atlantic Ocean,The end of Lagoon Blvd and Absecon Inlet,39.381145,39.381145,decimal degrees,estimate,-74.414557,-74.414557,decimal degrees,estimate,Internet,2009-JAN-26,N,N,N,Y,N,N,N,Y,N,N,,,MALE,YEARLING
NE-2009-1085099,vitulina,NE,United States,Barnegat Light,Ocean,NJ,Atlantic Ocean,20th Street and the beach,39.746698,39.746698,decimal degrees,estimate,-74.107789,-74.107789,decimal degrees,estimate,Internet,2009-JAN-06,Y,N,N,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2009-1085097,vitulina,NE,United States,Sea Girt,Monmouth,NJ,Atlantic Ocean,On a jetty at the end of Sea Girt Ave. and the ocean,40.123496,40.123496,decimal degrees,estimate,-74.029638,-74.029638,decimal degrees,estimate,Internet,2009-JAN-04,Y,N,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2008-1084909,vitulina,NE,United States,Pt. Pleasant,Ocean,NJ,Atlantic Ocean,Behind 6 Dunham Lane on the Manasquan River,40.088481,40.088481,decimal degrees,estimate,-74.073994,-74.073994,decimal degrees,estimate,Internet,2008-DEC-28,N,N,N,N,N,N,N,N,N,N,,,FEMALE,SUBADULT
NE-2008-1085021,coeruleoalba,NE,United States,Old Bridge Twp,Middlesex,NJ,Atlantic Ocean,"Lawrence Harbor, Seaview Ave and Raritan Bay",40.459803,40.459803,decimal degrees,estimate,-74.247544,-74.247544,decimal degrees,estimate,Internet,2008-DEC-23,N,N,N,N,N,N,N,N,N,N,,,FEMALE,SUBADULT
NE-2008-1085093,coeruleoalba,NE,United States,sandy Hook,Monmouth,NJ,Atlantic Ocean,Gunnison Beach and the ocean,40.458188,40.458188,decimal degrees,estimate,-73.988342,-73.988342,decimal degrees,estimate,Internet,2008-DEC-22,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,SUBADULT
NE-2008-1085095,coeruleoalba,NE,United States,Sandy Hook,Monmouth,NJ,Atlantic Ocean,Gunnison Beach and the Ocean,40.458188,40.458188,decimal degrees,estimate,-73.988342,-73.988342,decimal degrees,estimate,Internet,2008-DEC-22,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,SUBADULT
NE-2009-1085101,vitulina,NE,United States,Mantoloking,Ocean,NJ,Atlantic Ocean,Princeton Ave. and the beach,40.032924,40.032924,decimal degrees,estimate,-74.050773,-74.050773,decimal degrees,estimate,Internet,2009-JAN-08,Y,N,N,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2009-1085103,vitulina,NE,United States,Avalon,Cape May,NJ,Atlantic Ocean,54th Street and the beach,39.07891,39.07891,decimal degrees,estimate,-74.73212,-74.73212,decimal degrees,estimate,Internet,2009-JAN-11,Y,N,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2009-1085105,acutus,NE,United States,Sandy Hook,Monmouth,NJ,Atlantic Ocean,Gunnison Beach and the ocean,40.463564,40.463564,decimal degrees,estimate,-73.991866,-73.991866,decimal degrees,estimate,Internet,2009-JAN-09,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,ADULT
NE-2009-1085107,vitulina,NE,United States,Atlantic City,Atlantic,NJ,Atlantic Ocean,Delaware Ave and the beach,39.359561,39.359561,decimal degrees,estimate,-74.416921,-74.416921,decimal degrees,estimate,Internet,2009-JAN-12,N,N,N,N,N,N,Y,Y,N,N,,,UNKNOWN,
NE-2009-1085109,groenlandica,NE,United States,Westville,Gloucester,NJ,Atlantic Ocean,Behind 500 River Drive on the bank of Big Timber Creek off of the Delaware river.,39.87666,39.87666,decimal degrees,estimate,-75.131372,-75.131372,decimal degrees,estimate,Internet,2009-JAN-13,N,N,N,Y,N,N,N,Y,N,N,,,MALE,YEARLING
NE-2008-1085019,vitulina,NE,United States,Avon by the Sea,Monmouth,NJ,Atlantic Ocean,Woodland Lane and the beach,40.192437,40.192437,decimal degrees,estimate,-74.00849,-74.00849,decimal degrees,estimate,Internet,2008-DEC-25,Y,N,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2009-1087837,groenlandica,NE,United States,Atlantic City,Atlantic,NJ,Atlantic Ocean,Melrose Ave. and the inlet,39.372714,39.372714,decimal degrees,estimate,-74.413703,-74.413703,decimal degrees,estimate,Internet,2009-FEB-15,Y,N,Y,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2009-1087839,groenlandica,NE,United States,Ocean City,Cape May,NJ,Atlantic Ocean,25th Street and the beach,39.259802,39.259802,decimal degrees,estimate,-74.596133,-74.596133,decimal degrees,estimate,Internet,2009-FEB-15,N,N,N,Y,N,N,N,Y,N,N,,,MALE,YEARLING
NE-2009-1089369,grypus,NE,United States,Sea Bright,Monmouth,NJ,Atlantic Ocean,Under the stairs at Merry Makers Resort and beach,40.352493,40.352493,decimal degrees,estimate,-73.972498,-73.972498,decimal degrees,estimate,Internet,2009-APR-04,Y,N,N,N,N,N,Y,Y,N,N,,,MALE,YEARLING
NE-2009-1089371,grypus,NE,United States,Surf City,Ocean,NJ,Atlantic Ocean,10th Street and the beach,39.659953,39.659953,decimal degrees,estimate,-74.164118,-74.164118,decimal degrees,estimate,Internet,2009-MAR-24,N,Y,N,N,N,N,N,N,N,N,,,FEMALE,PUP/CALF
NE-2009-1087841,vitulina,NE,United States,Brigantine,Atlantic,NJ,Atlantic Ocean,29th Street and the beach,39.392066,39.392066,decimal degrees,estimate,-74.379787,-74.379787,decimal degrees,estimate,Internet,2009-FEB-15,N,N,N,Y,N,N,N,Y,N,N,,,UNKNOWN,YEARLING
NE-2008-1089481,vitulina,NE,United States,Dewey Beach,Sussex,DE,Atlantic Ocean,South Indian Beach,38.834,38.834,decimal degrees,actual,75.2175,-75.2175,decimal degrees,actual,GPS,2008-DEC-17,Y,N,N,N,N,N,N,N,N,N,,,FEMALE,PUP/CALF
NE-2008-1088353,truncatus,NE,United States,Milton,Sussex,DE,Atlantic Ocean,Delaware Bay; Fowlers Beach,38.875,38.875,decimal degrees,estimate,75.2676,-75.2676,decimal degrees,estimate,Internet,2008-JUL-14,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2008-1088355,truncatus,NE,United States,Milton,Sussex,DE,Atlantic Ocean,Delaware Bay; Fowlers Beach,38.875,38.875,decimal degrees,estimate,75.26766,-75.26766,decimal degrees,estimate,Internet,2008-JUN-13,N,N,N,N,N,N,N,N,N,N,,,MALE,PUP/CALF
NE-2009-1088359,acutus,NE,United States,Rehoboth,Sussex,DE,Atlantic Ocean,Gordons Pond State Park,38.74768,38.74768,decimal degrees,actual,-75.08085,-75.08085,decimal degrees,actual,GPS,2009-MAR-17,N,N,N,N,Y,N,N,N,N,N,,,FEMALE,PUP/CALF
NE-2009-1088363,vitulina,NE,United States,Millsboro,Sussex,DE,Atlantic Ocean,Indian River Bay; White House Beach,38.83444,38.83444,decimal degrees,actual,-75.21806,-75.21806,decimal degrees,actual,GPS,2009-JAN-30,N,Y,N,N,N,Y,N,N,N,N,,,UNKNOWN,ADULT
NE-2009-1088383,grypus,NE,United States,Island Beach State Park,Ocean,NJ,Atlantic Ocean,Behind the maintenance yard on the beach,39.895746,39.895746,decimal degrees,estimate,-74.079768,-74.079768,decimal degrees,estimate,Internet,2009-FEB-15,N,Y,N,N,N,N,N,N,N,N,,,FEMALE,PUP/CALF
